Temperature (K)	Resistance (ohm)	Applied Current (mA)
79.474000	3.997500	0.100000
79.468000	3.991500	0.100000
79.467000	3.996500	0.100000
79.485000	3.989375	0.100000
79.489000	4.000125	0.100000
79.477000	3.990625	0.100000
79.477000	3.996625	0.100000
79.470000	3.990125	0.100000
79.456000	3.990375	0.100000
79.448000	3.990375	0.100000
79.457000	3.992000	0.100000
79.460000	3.989000	0.100000
79.453000	3.991250	0.100000
79.455000	3.999750	0.100000
79.460000	4.005250	0.100000
79.452000	3.987750	0.100000
79.448000	3.985375	0.100000
79.452000	3.987750	0.100000
79.452000	3.987625	0.100000
79.447000	3.983750	0.100000
79.452000	3.987625	0.100000
79.450000	3.994625	0.100000
79.442000	3.986125	0.100000
79.443000	3.988375	0.100000
79.448000	3.988250	0.100000
79.447000	3.985500	0.100000
79.451000	3.987625	0.100000
79.456000	3.986000	0.100000
79.451000	3.983500	0.100000
79.442000	3.982500	0.100000
79.446000	3.993375	0.100000
79.443000	3.983500	0.100000
79.434000	3.986625	0.100000
79.435000	3.983500	0.100000
79.435000	3.986375	0.100000
79.428000	3.979000	0.100000
79.422000	3.988750	0.100000
79.429000	3.985375	0.100000
79.429000	3.982625	0.100000
79.426000	3.980000	0.100000
79.439000	3.981125	0.100000
79.447000	3.986125	0.100000
79.441000	3.983625	0.100000
79.443000	3.982250	0.100000
79.441000	3.984125	0.100000
79.427000	3.983250	0.100000
79.423000	3.982125	0.100000
79.427000	3.985750	0.100000
79.421000	3.985500	0.100000
79.412000	3.987125	0.100000
79.416000	3.980000	0.100000
79.418000	3.973625	0.100000
79.413000	3.977375	0.100000
79.427000	3.975875	0.100000
79.434000	3.980875	0.100000
79.429000	3.974250	0.100000
79.438000	3.979375	0.100000
79.442000	3.977375	0.100000
79.431000	3.975875	0.100000
79.425000	3.979125	0.100000
79.422000	3.976750	0.100000
79.411000	3.974375	0.100000
79.404000	3.979875	0.100000
79.411000	3.979125	0.100000
79.410000	3.975000	0.100000
79.405000	3.972750	0.100000
79.417000	3.977375	0.100000
79.425000	3.978375	0.100000
79.422000	3.974500	0.100000
79.430000	3.969750	0.100000
79.435000	3.973000	0.100000
79.424000	3.976750	0.100000
79.425000	3.974500	0.100000
79.430000	3.977125	0.100000
79.419000	3.975375	0.100000
79.414000	3.966250	0.100000
79.417000	3.972250	0.100000
79.410000	3.976875	0.100000
79.399000	3.973750	0.100000
79.400000	3.971125	0.100000
79.400000	3.973375	0.100000
79.391000	3.967750	0.100000
79.389000	3.970375	0.100000
79.394000	3.969250	0.100000
79.386000	3.971875	0.100000
79.388000	3.969000	0.100000
79.398000	3.968500	0.100000
79.394000	3.976000	0.100000
79.385000	3.970500	0.100000
79.388000	3.965125	0.100000
79.388000	3.968750	0.100000
79.379000	3.970125	0.100000
79.382000	3.971500	0.100000
79.384000	3.969250	0.100000
79.378000	3.969250	0.100000
79.378000	3.967750	0.100000
79.383000	3.970500	0.100000
79.378000	3.967000	0.100000
79.375000	3.965750	0.100000
79.382000	3.967375	0.100000
79.378000	3.967000	0.100000
79.372000	3.969875	0.100000
79.383000	3.963125	0.100000
79.387000	3.965500	0.100000
79.381000	3.969000	0.100000
79.384000	3.962750	0.100000
79.387000	3.967000	0.100000
79.380000	3.968875	0.100000
79.390000	3.971000	0.100000
79.399000	3.968625	0.100000
79.393000	3.968875	0.100000
79.393000	3.969625	0.100000
79.404000	3.971375	0.100000
79.403000	3.970500	0.100000
79.400000	3.968625	0.100000
79.407000	3.970750	0.100000
79.398000	3.973000	0.100000
79.386000	3.963375	0.100000
79.393000	3.970000	0.100000
79.398000	3.974250	0.100000
79.392000	3.973500	0.100000
79.393000	3.966125	0.100000
79.390000	3.966875	0.100000
79.377000	3.966875	0.100000
79.380000	3.967875	0.100000
79.396000	3.974875	0.100000
79.390000	3.971625	0.100000
79.385000	3.973625	0.100000
79.387000	3.970000	0.100000
79.377000	3.965875	0.100000
79.368000	3.965375	0.100000
79.370000	3.967250	0.100000
79.365000	3.969375	0.100000
79.355000	3.965125	0.100000
79.361000	3.966375	0.100000
79.359000	3.967500	0.100000
79.352000	3.967500	0.100000
79.356000	3.961875	0.100000
79.359000	3.964250	0.100000
79.352000	3.967000	0.100000
79.351000	3.963000	0.100000
79.357000	3.965875	0.100000
79.350000	3.964750	0.100000
79.343000	3.970250	0.100000
79.350000	3.969875	0.100000
79.350000	3.964875	0.100000
79.345000	3.965250	0.100000
79.349000	3.962000	0.100000
79.352000	3.969250	0.100000
79.344000	3.966000	0.100000
79.346000	3.968500	0.100000
79.352000	3.966375	0.100000
79.347000	3.970500	0.100000
79.348000	3.963250	0.100000
79.352000	3.965375	0.100000
79.345000	3.964625	0.100000
79.343000	3.966375	0.100000
79.356000	3.971250	0.100000
79.358000	3.970250	0.100000
79.352000	3.965625	0.100000
79.359000	3.967750	0.100000
79.372000	3.967625	0.100000
79.365000	3.966750	0.100000
79.364000	3.966500	0.100000
79.368000	3.962125	0.100000
79.359000	3.975875	0.100000
79.353000	3.965250	0.100000
79.361000	3.969125	0.100000
79.357000	3.965875	0.100000
79.348000	3.968500	0.100000
79.349000	3.968625	0.100000
79.349000	3.969000	0.100000
79.341000	3.971000	0.100000
79.342000	3.974000	0.100000
79.349000	3.969250	0.100000
79.344000	3.959875	0.100000
79.337000	3.974500	0.100000
79.344000	3.965000	0.100000
79.340000	3.969750	0.100000
79.332000	3.964125	0.100000
79.337000	3.967500	0.100000
79.347000	3.977125	0.100000
79.342000	3.965875	0.100000
79.330000	3.966875	0.100000
79.334000	3.966250	0.100000
79.337000	3.968750	0.100000
79.332000	3.964750	0.100000
79.333000	3.963625	0.100000
79.336000	3.968875	0.100000
79.330000	3.967000	0.100000
79.328000	3.966125	0.100000
79.332000	3.968375	0.100000
79.329000	3.967875	0.100000
79.325000	3.969500	0.100000
79.330000	3.966000	0.100000
79.332000	3.967375	0.100000
79.329000	3.973125	0.100000
79.342000	3.966375	0.100000
79.356000	3.965125	0.100000
79.348000	3.970125	0.100000
79.345000	3.968125	0.100000
79.352000	3.971875	0.100000
79.348000	3.966875	0.100000
79.340000	3.965125	0.100000
79.345000	3.966125	0.100000
79.342000	3.973875	0.100000
79.337000	3.971500	0.100000
79.342000	3.968000	0.100000
79.338000	3.967375	0.100000
79.330000	3.971875	0.100000
79.333000	3.969125	0.100000
79.333000	3.963625	0.100000
79.321000	3.968500	0.100000
79.329000	3.971250	0.100000
79.344000	3.968000	0.100000
79.342000	3.973875	0.100000
79.340000	3.961375	0.100000
79.350000	3.984375	0.100000
79.351000	3.971250	0.100000
79.344000	3.973500	0.100000
79.346000	3.964000	0.100000
79.340000	3.972875	0.100000
79.330000	3.974000	0.100000
79.331000	3.970875	0.100000
79.332000	3.971000	0.100000
79.322000	3.974000	0.100000
79.318000	3.971500	0.100000
79.322000	3.970500	0.100000
79.316000	3.976500	0.100000
79.316000	3.970375	0.100000
79.335000	3.970000	0.100000
79.339000	3.973375	0.100000
79.336000	3.972250	0.100000
79.345000	3.973250	0.100000
79.348000	3.979000	0.100000
79.340000	3.975375	0.100000
79.349000	3.979375	0.100000
79.354000	3.973625	0.100000
79.344000	3.976750	0.100000
79.347000	3.968375	0.100000
79.353000	3.968375	0.100000
79.346000	3.974250	0.100000
79.344000	3.975250	0.100000
79.343000	3.977000	0.100000
79.331000	3.976375	0.100000
79.332000	3.977875	0.100000
79.349000	3.976875	0.100000
79.343000	3.976000	0.100000
79.334000	3.974875	0.100000
79.337000	3.974000	0.100000
79.334000	3.975125	0.100000
79.324000	3.974500	0.100000
79.313000	3.973500	0.100000
79.318000	3.972000	0.100000
79.319000	3.976500	0.100000
79.313000	3.974125	0.100000
79.316000	3.979500	0.100000
79.321000	3.973625	0.100000
79.312000	3.972000	0.100000
79.313000	3.973500	0.100000
79.321000	3.980375	0.100000
79.317000	3.981375	0.100000
79.318000	3.973125	0.100000
79.323000	3.973875	0.100000
79.319000	3.976000	0.100000
79.313000	3.970000	0.100000
79.320000	3.974500	0.100000
79.322000	3.975250	0.100000
79.317000	3.975250	0.100000
79.325000	3.974750	0.100000
79.325000	3.986250	0.100000
79.317000	3.971000	0.100000
79.321000	3.972000	0.100000
79.325000	3.975875	0.100000
79.319000	3.979125	0.100000
79.324000	3.981000	0.100000
79.325000	3.977375	0.100000
79.319000	3.978375	0.100000
79.320000	3.976500	0.100000
79.326000	3.980750	0.100000
79.319000	3.977625	0.100000
79.317000	3.983875	0.100000
79.325000	3.978625	0.100000
79.323000	3.977125	0.100000
79.326000	3.978500	0.100000
79.336000	3.982000	0.100000
79.335000	3.977250	0.100000
79.331000	3.977375	0.100000
79.338000	3.975375	0.100000
79.336000	3.979875	0.100000
79.326000	3.977750	0.100000
79.330000	3.981375	0.100000
79.331000	3.985875	0.100000
79.324000	3.981000	0.100000
79.328000	3.979375	0.100000
79.332000	3.978625	0.100000
79.329000	3.980250	0.100000
79.333000	3.981875	0.100000
79.338000	3.977375	0.100000
79.331000	3.983750	0.100000
79.335000	3.980375	0.100000
79.343000	3.976125	0.100000
79.336000	3.977000	0.100000
79.331000	3.984250	0.100000
79.335000	3.980125	0.100000
79.331000	3.981500	0.100000
79.323000	3.981125	0.100000
79.327000	3.983250	0.100000
79.332000	3.976625	0.100000
79.326000	3.986375	0.100000
79.333000	3.984750	0.100000
79.339000	3.986125	0.100000
79.333000	3.984750	0.100000
79.331000	3.985125	0.100000
79.338000	3.983000	0.100000
79.333000	3.982500	0.100000
79.327000	3.989250	0.100000
79.330000	3.987250	0.100000
79.331000	3.981250	0.100000
79.324000	3.985125	0.100000
79.328000	3.989250	0.100000
79.331000	3.986625	0.100000
79.324000	3.985375	0.100000
79.328000	3.985125	0.100000
79.335000	3.988625	0.100000
79.330000	3.989000	0.100000
79.335000	3.983875	0.100000
79.344000	3.983250	0.100000
79.339000	3.986125	0.100000
79.336000	3.991375	0.100000
79.341000	3.992500	0.100000
79.336000	3.988125	0.100000
79.329000	3.986625	0.100000
79.333000	3.982625	0.100000
79.333000	3.989000	0.100000
79.326000	3.984875	0.100000
79.330000	3.989875	0.100000
79.332000	3.983625	0.100000
79.326000	3.988625	0.100000
79.325000	3.989500	0.100000
79.332000	3.987375	0.100000
79.330000	3.984875	0.100000
79.328000	3.985750	0.100000
79.336000	3.982500	0.100000
79.338000	3.985500	0.100000
79.326000	3.984875	0.100000
79.331000	3.988625	0.100000
79.334000	3.991750	0.100000
79.327000	3.990750	0.100000
79.330000	3.988875	0.100000
79.335000	3.986125	0.100000
79.329000	3.983750	0.100000
79.328000	3.983125	0.100000
79.333000	3.983500	0.100000
79.330000	3.987750	0.100000
79.324000	3.993000	0.100000
79.331000	3.991000	0.100000
79.332000	3.996375	0.100000
79.326000	3.987250	0.100000
79.328000	3.983250	0.100000
79.334000	3.992000	0.100000
79.330000	3.983750	0.100000
79.330000	3.993750	0.100000
79.336000	3.991875	0.100000
79.330000	3.989375	0.100000
79.327000	3.987375	0.100000
79.333000	3.983750	0.100000
79.332000	3.995875	0.100000
79.326000	3.992875	0.100000
79.332000	3.992375	0.100000
79.333000	3.993000	0.100000
79.326000	3.987875	0.100000
79.324000	3.993875	0.100000
79.335000	3.990250	0.100000
79.329000	3.991125	0.100000
79.324000	3.993500	0.100000
79.330000	3.990750	0.100000
79.333000	3.992375	0.100000
79.327000	3.993625	0.100000
79.326000	3.995000	0.100000
79.334000	3.996875	0.100000
79.331000	3.991250	0.100000
79.329000	4.000250	0.100000
79.339000	3.994375	0.100000
79.336000	3.995125	0.100000
79.328000	3.990875	0.100000
79.332000	3.998125	0.100000
79.337000	3.996250	0.100000
79.330000	3.991250	0.100000
79.325000	3.995125	0.100000
79.333000	3.995750	0.100000
79.334000	3.998250	0.100000
79.331000	3.993875	0.100000
79.336000	3.991125	0.100000
79.341000	3.997375	0.100000
79.336000	3.995375	0.100000
79.338000	3.995500	0.100000
79.342000	3.993000	0.100000
79.339000	3.995750	0.100000
79.338000	3.995875	0.100000
79.344000	3.995375	0.100000
79.339000	3.996000	0.100000
79.332000	3.995375	0.100000
79.336000	4.000375	0.100000
79.341000	3.996375	0.100000
79.337000	4.003625	0.100000
79.336000	3.999750	0.100000
79.349000	3.992750	0.100000
79.345000	3.999375	0.100000
79.341000	3.999250	0.100000
79.348000	3.997750	0.100000
79.346000	3.997125	0.100000
79.339000	3.999250	0.100000
79.342000	3.996875	0.100000
79.347000	3.997500	0.100000
79.342000	3.995375	0.100000
79.340000	3.998250	0.100000
79.345000	4.000500	0.100000
79.341000	4.009000	0.100000
79.333000	4.000500	0.100000
79.341000	3.996125	0.100000
79.343000	3.994500	0.100000
79.337000	3.998500	0.100000
79.342000	3.999125	0.100000
79.344000	3.999250	0.100000
79.339000	4.001125	0.100000
79.336000	3.995375	0.100000
79.344000	3.994500	0.100000
79.344000	4.000875	0.100000
79.337000	4.007125	0.100000
79.345000	3.999125	0.100000
79.346000	4.000000	0.100000
79.340000	4.000125	0.100000
79.341000	3.999250	0.100000
79.346000	3.999875	0.100000
79.341000	3.998875	0.100000
79.336000	4.002625	0.100000
79.343000	4.000750	0.100000
79.343000	4.000125	0.100000
79.339000	4.002875	0.100000
79.343000	4.009000	0.100000
79.346000	4.003875	0.100000
79.342000	4.004000	0.100000
79.340000	4.001750	0.100000
79.347000	4.004750	0.100000
79.344000	4.004375	0.100000
79.337000	4.002500	0.100000
79.342000	4.003125	0.100000
79.345000	4.006250	0.100000
79.339000	4.005500	0.100000
79.341000	4.003000	0.100000
79.346000	4.000750	0.100000
79.342000	4.004000	0.100000
79.338000	4.002125	0.100000
79.345000	4.001875	0.100000
79.345000	4.003875	0.100000
79.339000	4.002875	0.100000
79.341000	4.004375	0.100000
79.346000	4.007750	0.100000
79.347000	4.008500	0.100000
79.345000	4.006000	0.100000
79.348000	4.005500	0.100000
79.345000	4.008500	0.100000
79.336000	4.003000	0.100000
79.339000	4.011500	0.100000
79.344000	4.010250	0.100000
79.341000	4.011125	0.100000
79.339000	4.011375	0.100000
79.345000	4.006000	0.100000
79.345000	4.004500	0.100000
79.340000	4.007500	0.100000
79.344000	4.010250	0.100000
79.348000	4.005625	0.100000
79.341000	4.006000	0.100000
79.342000	4.010625	0.100000
79.347000	4.009500	0.100000
79.346000	4.014750	0.100000
79.338000	4.007875	0.100000
79.343000	4.008500	0.100000
79.346000	4.013375	0.100000
79.341000	4.012000	0.100000
79.340000	4.011250	0.100000
79.347000	4.011625	0.100000
79.344000	4.011375	0.100000
79.336000	4.012875	0.100000
79.338000	4.013250	0.100000
79.347000	4.006875	0.100000
79.344000	4.008625	0.100000
79.338000	4.006250	0.100000
79.344000	4.014625	0.100000
79.347000	4.013125	0.100000
79.342000	4.014875	0.100000
79.344000	4.012500	0.100000
79.350000	4.012875	0.100000
79.346000	4.011500	0.100000
79.345000	4.014000	0.100000
79.351000	4.015250	0.100000
79.349000	4.010625	0.100000
79.342000	4.012875	0.100000
79.347000	4.012375	0.100000
79.350000	4.012750	0.100000
79.343000	4.015250	0.100000
79.341000	4.012000	0.100000
79.347000	4.010000	0.100000
79.348000	4.017250	0.100000
79.342000	4.013375	0.100000
79.347000	4.011750	0.100000
79.350000	4.016125	0.100000
79.345000	4.018125	0.100000
79.341000	4.016250	0.100000
79.349000	4.017750	0.100000
79.348000	4.017500	0.100000
79.342000	4.019375	0.100000
79.345000	4.018750	0.100000
79.350000	4.012000	0.100000
79.343000	4.020500	0.100000
79.340000	4.016000	0.100000
79.346000	4.015375	0.100000
79.346000	4.017125	0.100000
79.340000	4.014625	0.100000
79.341000	4.019000	0.100000
79.348000	4.015125	0.100000
79.344000	4.015625	0.100000
79.340000	4.020250	0.100000
79.349000	4.022625	0.100000
79.346000	4.019125	0.100000
79.340000	4.020750	0.100000
79.340000	4.019250	0.100000
79.348000	4.017750	0.100000
79.346000	4.017625	0.100000
79.345000	4.024375	0.100000
79.352000	4.022000	0.100000
79.351000	4.016000	0.100000
79.343000	4.021250	0.100000
79.335000	4.022375	0.100000
79.342000	4.024125	0.100000
79.363000	4.020750	0.100000
79.365000	4.024250	0.100000
79.363000	4.023875	0.100000
79.365000	4.021500	0.100000
79.366000	4.028000	0.100000
79.361000	4.024375	0.100000
79.357000	4.023250	0.100000
79.362000	4.025000	0.100000
79.361000	4.027500	0.100000
79.355000	4.023250	0.100000
79.358000	4.021750	0.100000
79.362000	4.024250	0.100000
79.356000	4.021875	0.100000
79.354000	4.021500	0.100000
79.361000	4.019500	0.100000
79.360000	4.020625	0.100000
79.353000	4.025750	0.100000
79.352000	4.024875	0.100000
79.360000	4.024625	0.100000
79.356000	4.023125	0.100000
79.354000	4.023250	0.100000
79.361000	4.027125	0.100000
79.361000	4.028375	0.100000
79.354000	4.026125	0.100000
79.356000	4.023375	0.100000
79.363000	4.025375	0.100000
79.358000	4.028500	0.100000
79.357000	4.024750	0.100000
79.364000	4.025500	0.100000
79.362000	4.022250	0.100000
79.355000	4.027625	0.100000
79.359000	4.024500	0.100000
79.365000	4.026000	0.100000
79.361000	4.029375	0.100000
79.362000	4.028250	0.100000
79.367000	4.025750	0.100000
79.362000	4.029250	0.100000
79.352000	4.024500	0.100000
79.356000	4.028875	0.100000
79.357000	4.031250	0.100000
79.352000	4.030250	0.100000
79.350000	4.026500	0.100000
79.359000	4.025500	0.100000
79.355000	4.028125	0.100000
79.348000	4.035125	0.100000
79.343000	4.032750	0.100000
79.356000	4.031625	0.100000
79.369000	4.030000	0.100000
79.368000	4.031500	0.100000
79.367000	4.038125	0.100000
79.370000	4.031000	0.100000
79.363000	4.031750	0.100000
79.356000	4.031125	0.100000
79.360000	4.033375	0.100000
79.362000	4.031875	0.100000
79.352000	4.033500	0.100000
79.345000	4.032875	0.100000
79.348000	4.030500	0.100000
79.366000	4.030625	0.100000
79.369000	4.032750	0.100000
79.367000	4.036250	0.100000
79.370000	4.033375	0.100000
79.367000	4.029875	0.100000
79.358000	4.037375	0.100000
79.355000	4.034750	0.100000
79.360000	4.034375	0.100000
79.357000	4.039125	0.100000
79.352000	4.033000	0.100000
79.358000	4.034750	0.100000
79.358000	4.032500	0.100000
79.350000	4.028875	0.100000
79.349000	4.039875	0.100000
79.355000	4.037750	0.100000
79.353000	4.039375	0.100000
79.346000	4.033375	0.100000
79.352000	4.037375	0.100000
79.356000	4.039125	0.100000
79.352000	4.039000	0.100000
79.347000	4.033500	0.100000
79.354000	4.041750	0.100000
79.355000	4.041375	0.100000
79.348000	4.036875	0.100000
79.350000	4.042875	0.100000
79.357000	4.037375	0.100000
79.355000	4.039500	0.100000
79.348000	4.043375	0.100000
79.344000	4.040500	0.100000
79.346000	4.036250	0.100000
79.363000	4.037375	0.100000
79.371000	4.041500	0.100000
79.367000	4.036750	0.100000
79.360000	4.042250	0.100000
79.366000	4.041375	0.100000
79.366000	4.038000	0.100000
79.359000	4.038250	0.100000
79.359000	4.041125	0.100000
79.363000	4.046625	0.100000
79.357000	4.041125	0.100000
79.352000	4.034375	0.100000
79.359000	4.045875	0.100000
79.359000	4.038250	0.100000
79.353000	4.046375	0.100000
79.351000	4.037375	0.100000
79.359000	4.042375	0.100000
79.374000	4.040250	0.100000
79.374000	4.040750	0.100000
79.375000	4.041375	0.100000
79.376000	4.044500	0.100000
79.368000	4.040375	0.100000
79.361000	4.041125	0.100000
79.366000	4.038500	0.100000
79.364000	3.031125	0.100000
79.356000	4.044500	0.100000
79.350000	4.041625	0.100000
79.357000	4.041375	0.100000
79.374000	4.046375	0.100000
79.379000	4.043625	0.100000
79.380000	4.044625	0.100000
79.384000	4.040875	0.100000
79.375000	4.049875	0.100000
79.365000	4.043000	0.100000
79.370000	4.046625	0.100000
79.367000	4.046375	0.100000
79.359000	4.047500	0.100000
79.359000	4.041625	0.100000
79.364000	4.048375	0.100000
79.360000	4.042000	0.100000
79.351000	4.042500	0.100000
79.346000	4.045625	0.100000
79.355000	4.049500	0.100000
79.373000	4.049500	0.100000
79.374000	4.043250	0.100000
79.370000	4.038625	0.100000
79.375000	4.043625	0.100000
79.373000	4.050750	0.100000
79.364000	4.044125	0.100000
79.365000	4.049125	0.100000
79.369000	4.053625	0.100000
79.364000	4.043125	0.100000
79.358000	4.047500	0.100000
79.363000	4.043375	0.100000
79.366000	4.050125	0.100000
79.359000	4.047375	0.100000
79.359000	4.045875	0.100000
79.366000	4.047625	0.100000
79.363000	4.050375	0.100000
79.355000	4.047250	0.100000
79.360000	4.050250	0.100000
79.364000	4.046500	0.100000
79.360000	4.051125	0.100000
79.358000	4.050500	0.100000
79.365000	4.048375	0.100000
79.362000	4.052125	0.100000
79.358000	4.052000	0.100000
79.364000	4.049375	0.100000
79.365000	4.051000	0.100000
79.357000	4.050500	0.100000
79.348000	4.050000	0.100000
79.348000	4.055375	0.100000
79.366000	4.046375	0.100000
79.376000	4.053625	0.100000
79.373000	4.054750	0.100000
79.376000	4.053875	0.100000
79.376000	4.046000	0.100000
79.365000	4.047750	0.100000
79.360000	4.047000	0.100000
79.366000	4.054625	0.100000
79.363000	4.049250	0.100000
79.357000	4.055500	0.100000
79.354000	4.057500	0.100000
79.357000	4.055500	0.100000
79.375000	4.055125	0.100000
79.378000	4.050125	0.100000
79.371000	4.055125	0.100000
79.363000	4.053625	0.100000
79.374000	4.050125	0.100000
79.385000	4.054625	0.100000
79.381000	4.053500	0.100000
79.379000	4.056000	0.100000
79.382000	4.053125	0.100000
79.373000	4.053000	0.100000
79.365000	4.051750	0.100000
79.368000	4.052625	0.100000
79.369000	4.048000	0.100000
79.361000	4.059500	0.100000
79.357000	4.053875	0.100000
79.364000	4.049750	0.100000
79.362000	4.052750	0.100000
79.356000	4.058000	0.100000
79.361000	4.052500	0.100000
79.365000	4.055750	0.100000
79.359000	4.051500	0.100000
79.350000	4.057375	0.100000
79.347000	4.051000	0.100000
79.360000	4.053000	0.100000
79.373000	4.050250	0.100000
79.371000	4.058375	0.100000
79.369000	4.056125	0.100000
79.374000	4.055375	0.100000
79.369000	4.055875	0.100000
79.357000	4.056750	0.100000
79.359000	4.049875	0.100000
79.366000	4.052250	0.100000
79.363000	4.055625	0.100000
79.361000	4.057375	0.100000
79.370000	4.052750	0.100000
79.368000	4.048750	0.100000
79.361000	4.057375	0.100000
79.357000	4.053250	0.100000
79.363000	4.057875	0.100000
79.378000	4.055250	0.100000
79.381000	4.059875	0.100000
79.373000	4.052875	0.100000
79.371000	4.056000	0.100000
79.382000	4.057000	0.100000
79.389000	4.055875	0.100000
79.384000	4.059500	0.100000
79.381000	4.053875	0.100000
79.384000	4.055625	0.100000
79.377000	4.053375	0.100000
79.367000	4.055375	0.100000
79.371000	4.055125	0.100000
79.371000	4.060625	0.100000
79.365000	4.054375	0.100000
79.361000	4.053250	0.100000
79.368000	4.054500	0.100000
79.367000	4.053375	0.100000
79.359000	4.048375	0.100000
79.355000	4.052000	0.100000
79.360000	4.054500	0.100000
79.376000	4.056375	0.100000
79.377000	4.054250	0.100000
79.368000	4.058000	0.100000
79.369000	4.053875	0.100000
79.374000	4.054875	0.100000
